ProductID,CompetitorPrice,HistoricalPrice,Demand,CustomerSatisfaction,TimeOfDay,DayOfWeek,Price
7425,714,787,Low,Medium,Night,Monday,70
7426,754,720,High,High,Evening,Monday,44
7427,450,643,Medium,High,Night,Wednesday,73
7428,728,580,High,High,Night,Wednesday,53
7429,422,463,Medium,High,Morning,Thursday,56
7430,662,577,High,Medium,Afternoon,Wednesday,57
7431,417,560,High,High,Evening,Friday,63
7432,470,590,Medium,Medium,Afternoon,Monday,44
7433,743,750,Low,High,Evening,Wednesday,76
7434,478,732,Low,Medium,Evening,Tuesday,63
7435,460,465,Low,Low,Morning,Monday,69
7436,598,425,Low,Low,Evening,Friday,80
7437,557,561,High,Medium,Evening,Friday,65
7438,565,738,High,High,Evening,Friday,79
7439,751,416,High,Low,Night,Wednesday,69
7440,697,421,High,High,Afternoon,Wednesday,47
7441,797,677,Medium,Medium,Night,Wednesday,76
7442,501,526,Low,Low,Evening,Monday,48
7443,623,675,Low,High,Evening,Thursday,47
7444,785,787,High,Medium,Evening,Wednesday,78
7445,440,649,Medium,Low,Evening,Thursday,47
7446,468,648,Low,Low,Evening,Friday,61
7447,634,740,Low,High,Evening,Friday,67
7448,625,458,Low,High,Morning,Wednesday,51
7449,798,493,High,Low,Night,Thursday,60
7450,641,733,Low,High,Afternoon,Tuesday,58
7451,674,639,Medium,High,Afternoon,Monday,47
7452,621,534,Low,High,Evening,Wednesday,64
7453,659,466,Low,Medium,Evening,Thursday,44
7454,497,654,Low,Medium,Night,Thursday,46
7455,725,508,Low,High,Afternoon,Thursday,40
7456,525,596,Low,Medium,Evening,Thursday,62
7457,660,669,High,High,Afternoon,Monday,70
7458,760,771,High,Medium,Evening,Tuesday,64
7459,677,526,High,Medium,Evening,Wednesday,65
7460,675,669,Medium,High,Evening,Friday,47
7461,783,668,High,Medium,Morning,Tuesday,46
7462,721,526,Medium,Medium,Evening,Thursday,53
7463,436,737,Medium,Low,Morning,Monday,53
7464,591,596,High,Medium,Night,Friday,77
7465,707,604,Medium,High,Evening,Thursday,50
7466,559,576,Low,Low,Night,Monday,59
7467,768,641,Low,Low,Evening,Tuesday,67
7468,755,778,Medium,High,Evening,Wednesday,51
7469,747,476,Low,Low,Morning,Thursday,41
7470,673,476,High,High,Afternoon,Monday,48
7471,768,733,High,Medium,Evening,Tuesday,59
7472,672,485,High,Low,Evening,Thursday,48
7473,553,433,Low,High,Night,Tuesday,52
7474,469,703,Low,High,Evening,Monday,40
7475,644,800,High,Low,Night,Wednesday,45
7476,768,751,Medium,High,Afternoon,Tuesday,64
7477,457,539,Medium,Low,Morning,Tuesday,47
7478,425,447,Low,Medium,Night,Monday,69
7479,411,405,Medium,High,Morning,Friday,55
7480,659,674,Low,Medium,Night,Wednesday,65
7481,584,498,Low,Low,Afternoon,Wednesday,63
7482,545,744,Low,Medium,Morning,Thursday,59
7483,593,674,High,High,Night,Thursday,68
7484,497,637,High,Medium,Afternoon,Thursday,58
7485,794,614,High,Low,Evening,Friday,67
7486,411,667,Medium,Low,Afternoon,Thursday,61
7487,664,558,High,Low,Morning,Monday,68
7488,548,491,Medium,Medium,Afternoon,Friday,60
7489,587,572,Low,Low,Afternoon,Thursday,53
7490,752,590,Low,Low,Afternoon,Friday,57
7491,482,506,Medium,Medium,Morning,Thursday,41
7492,674,426,Low,High,Evening,Wednesday,47
7493,610,632,High,High,Evening,Thursday,80
7494,765,720,Medium,Medium,Morning,Monday,62
7495,486,637,High,Medium,Afternoon,Thursday,40
7496,446,695,Medium,Medium,Night,Thursday,61
7497,470,578,High,Medium,Night,Thursday,63
7498,432,450,Low,High,Afternoon,Thursday,55
7499,629,774,High,Medium,Morning,Monday,68
7500,693,481,Low,Low,Afternoon,Thursday,59
7501,650,403,Low,Medium,Night,Friday,50
7502,604,682,Low,Medium,Morning,Wednesday,73
7503,624,586,Low,High,Morning,Monday,76
7504,534,649,Low,High,Morning,Thursday,69
7505,770,702,Medium,High,Morning,Tuesday,58
7506,582,671,Medium,High,Morning,Wednesday,69
7507,414,480,Low,Medium,Morning,Friday,66
7508,551,647,Medium,Low,Morning,Monday,63
7509,443,788,High,Medium,Night,Monday,75
7510,528,577,Medium,High,Night,Tuesday,44
7511,429,458,Low,Low,Morning,Wednesday,44
7512,614,485,High,High,Afternoon,Monday,80
7513,524,779,Low,Medium,Afternoon,Monday,57
7514,765,459,Low,High,Night,Tuesday,77
7515,491,707,High,Low,Night,Monday,69
7516,422,505,Low,High,Evening,Wednesday,62
7517,751,457,Low,Low,Afternoon,Tuesday,40
7518,478,503,Low,Low,Night,Monday,75
7519,780,627,Medium,Low,Morning,Wednesday,42
7520,692,616,Low,Low,Night,Tuesday,69
7521,773,434,Low,Low,Night,Wednesday,43
7522,736,478,Low,High,Night,Wednesday,59
7523,448,498,Medium,Medium,Morning,Tuesday,40
7524,563,622,Medium,High,Evening,Tuesday,79
7525,683,561,Medium,Medium,Evening,Monday,59
7526,621,787,Medium,High,Afternoon,Wednesday,49
7527,624,747,Low,Medium,Morning,Tuesday,79
7528,528,517,High,Medium,Afternoon,Monday,61
7529,661,401,Medium,Low,Afternoon,Monday,65
7530,745,458,High,Medium,Night,Thursday,79
7531,412,410,Medium,High,Afternoon,Monday,50
7532,482,658,Medium,Medium,Afternoon,Monday,55
7533,795,493,Low,Medium,Morning,Thursday,57
7534,787,697,Low,Medium,Morning,Friday,44
7535,633,433,Medium,Low,Evening,Friday,79
7536,451,417,High,Low,Afternoon,Friday,78
7537,433,611,Medium,Low,Morning,Wednesday,74
7538,661,720,Low,High,Afternoon,Friday,51
7539,573,654,High,High,Night,Wednesday,43
7540,549,764,Medium,Medium,Night,Monday,48
7541,592,512,Low,Low,Morning,Wednesday,49
7542,478,753,Low,Low,Evening,Monday,74
7543,500,537,Medium,Low,Evening,Monday,60
7544,582,574,High,Medium,Afternoon,Monday,61
7545,586,471,Medium,High,Night,Thursday,78
7546,735,545,Medium,High,Afternoon,Tuesday,51
7547,696,468,Low,Low,Afternoon,Thursday,60
7548,719,551,High,Medium,Morning,Thursday,79
7549,479,695,Medium,Low,Night,Tuesday,50
7550,770,777,Medium,Low,Night,Tuesday,46
7551,540,733,High,Low,Morning,Tuesday,40
7552,711,509,Medium,Low,Afternoon,Wednesday,61
7553,690,529,High,Low,Afternoon,Monday,74
7554,567,594,Medium,Medium,Afternoon,Monday,62
7555,421,498,Low,High,Night,Thursday,72
7556,445,668,Low,Medium,Afternoon,Tuesday,78
7557,453,690,High,Low,Night,Thursday,79
7558,444,456,High,Low,Afternoon,Tuesday,62
7559,422,447,Low,High,Afternoon,Friday,52
7560,745,425,Low,Low,Night,Wednesday,42
7561,529,682,Medium,Low,Evening,Monday,80
7562,627,520,High,High,Morning,Friday,77
7563,573,514,Low,High,Afternoon,Friday,50
7564,594,745,High,Medium,Afternoon,Tuesday,76
7565,680,787,High,High,Evening,Tuesday,58
7566,440,521,High,Medium,Afternoon,Tuesday,60
7567,493,710,Low,Medium,Morning,Wednesday,68
7568,608,489,High,Low,Night,Wednesday,60
7569,671,747,Medium,Low,Night,Tuesday,58
7570,590,627,High,High,Morning,Thursday,60
7571,583,402,High,High,Morning,Tuesday,44
7572,405,418,Low,High,Afternoon,Friday,75
7573,749,667,Low,Low,Afternoon,Monday,53
7574,725,557,Low,Medium,Afternoon,Wednesday,46
7575,609,536,Medium,Medium,Evening,Thursday,77
7576,800,775,High,Medium,Afternoon,Friday,59
7577,588,639,Low,Medium,Night,Tuesday,67
7578,690,790,Low,Low,Evening,Monday,64
7579,689,711,Medium,Medium,Morning,Thursday,72
7580,718,720,Low,High,Morning,Tuesday,40
7581,464,788,High,Medium,Morning,Wednesday,53
7582,544,498,Medium,Low,Morning,Wednesday,70
7583,402,794,Medium,Low,Night,Wednesday,56
7584,632,679,High,Medium,Evening,Wednesday,64
7585,795,785,High,Medium,Night,Friday,74
7586,402,760,Medium,Medium,Morning,Thursday,72
7587,452,449,Low,High,Night,Monday,80
7588,599,437,Low,High,Night,Friday,41
7589,782,508,Low,High,Night,Friday,54
7590,522,468,High,Low,Night,Monday,65
7591,479,432,Medium,High,Evening,Wednesday,47
7592,621,562,High,Medium,Afternoon,Thursday,48
7593,631,751,Low,Low,Afternoon,Tuesday,44
7594,793,748,Medium,Low,Evening,Monday,45
7595,504,601,High,Medium,Morning,Thursday,43
7596,574,613,Low,High,Afternoon,Thursday,43
7597,694,660,Medium,Medium,Afternoon,Friday,80
7598,501,572,Medium,Low,Night,Friday,78
7599,763,596,Medium,High,Night,Monday,80
7600,792,494,Medium,Low,Night,Friday,48
7601,520,709,Medium,Medium,Afternoon,Monday,41
7602,635,587,Low,High,Night,Wednesday,46
7603,646,660,High,Low,Night,Monday,53
7604,757,413,Medium,High,Night,Thursday,44
7605,464,754,Low,Low,Evening,Monday,41
7606,785,628,Low,Medium,Evening,Friday,63
7607,460,438,Low,Medium,Evening,Wednesday,55
7608,637,566,High,High,Night,Monday,47
7609,535,756,Low,Medium,Afternoon,Monday,50
7610,528,760,Medium,High,Afternoon,Thursday,73
7611,515,544,Low,Low,Evening,Monday,51
7612,687,577,Low,Medium,Night,Friday,55
7613,524,647,High,High,Evening,Friday,53
7614,768,471,High,Medium,Morning,Thursday,40
7615,436,495,High,Medium,Morning,Thursday,59
7616,446,781,Medium,High,Afternoon,Monday,62
7617,509,761,High,Medium,Afternoon,Tuesday,75
7618,467,743,Low,High,Evening,Tuesday,75
7619,796,411,High,High,Evening,Thursday,41
7620,481,666,High,Medium,Afternoon,Wednesday,53
7621,402,724,Medium,Low,Morning,Tuesday,48
7622,640,478,Low,High,Afternoon,Thursday,48
7623,722,570,Medium,Low,Afternoon,Wednesday,42
7624,597,759,Low,Low,Evening,Tuesday,45
7625,498,749,Medium,High,Evening,Monday,41
7626,533,706,Medium,Low,Evening,Wednesday,54
7627,474,431,High,Medium,Morning,Friday,40
7628,723,585,Medium,Low,Afternoon,Thursday,43
7629,615,705,Medium,High,Afternoon,Thursday,65
7630,558,424,Medium,Low,Morning,Monday,60
7631,742,768,Low,Low,Morning,Tuesday,72
7632,477,536,High,Medium,Evening,Wednesday,74
7633,644,785,Low,Medium,Evening,Wednesday,72
7634,411,517,High,Low,Evening,Tuesday,41
7635,590,477,High,High,Evening,Friday,63
7636,592,793,Medium,Medium,Evening,Friday,46
7637,621,445,Medium,Low,Morning,Thursday,75
7638,760,729,High,Low,Evening,Wednesday,65
7639,473,538,High,Medium,Afternoon,Tuesday,43
7640,469,538,Medium,High,Morning,Wednesday,40
7641,570,779,Low,High,Night,Thursday,56
7642,690,695,Medium,Low,Morning,Tuesday,66
7643,480,653,Medium,Low,Morning,Friday,45
7644,778,595,Medium,High,Night,Wednesday,55
7645,588,442,Medium,Low,Night,Tuesday,40
7646,509,745,Low,High,Morning,Wednesday,43
7647,697,505,Medium,Medium,Evening,Wednesday,48
7648,602,543,High,Medium,Evening,Tuesday,78
7649,573,628,Medium,High,Evening,Friday,66
7650,470,426,High,High,Evening,Wednesday,68
7651,467,740,Low,Low,Night,Wednesday,80
7652,697,410,High,High,Afternoon,Tuesday,79
7653,469,584,Low,High,Morning,Monday,50
7654,602,687,Low,Low,Morning,Tuesday,47
7655,633,527,High,Low,Night,Tuesday,45
7656,495,504,High,Low,Evening,Wednesday,67
7657,477,778,Low,Low,Morning,Wednesday,49
7658,633,436,Medium,Medium,Night,Wednesday,61
7659,557,574,Medium,Low,Evening,Monday,43
7660,525,575,Low,Low,Afternoon,Wednesday,59
7661,776,506,Low,Low,Morning,Monday,53
7662,611,595,High,Medium,Evening,Monday,47
7663,519,409,Medium,High,Afternoon,Monday,62
7664,712,470,High,Low,Evening,Tuesday,62
7665,716,796,High,Medium,Evening,Thursday,42
7666,602,482,Medium,Low,Night,Tuesday,61
7667,778,706,Medium,Medium,Afternoon,Monday,63
7668,701,683,Medium,Low,Afternoon,Monday,72
7669,585,525,High,Medium,Afternoon,Thursday,63
7670,539,713,Low,High,Evening,Tuesday,70
7671,418,797,High,Medium,Evening,Monday,63
7672,653,704,Medium,Medium,Evening,Wednesday,63
7673,572,493,High,Medium,Afternoon,Wednesday,62
7674,558,592,High,Low,Night,Friday,66
7675,506,714,Medium,Low,Morning,Monday,73
7676,621,671,Low,Medium,Night,Wednesday,70
7677,503,742,Medium,Medium,Afternoon,Tuesday,80
7678,656,407,Low,High,Evening,Tuesday,44
7679,540,599,Low,High,Night,Tuesday,59
7680,599,551,Low,Medium,Afternoon,Friday,78
7681,494,521,Low,High,Afternoon,Monday,66
7682,773,709,Low,Medium,Night,Monday,63
7683,614,698,Low,Low,Afternoon,Tuesday,79
7684,677,624,High,High,Evening,Thursday,72
7685,668,775,Medium,Medium,Afternoon,Tuesday,47
7686,676,793,Medium,High,Morning,Tuesday,54
7687,574,499,High,High,Evening,Monday,45
7688,627,421,Medium,Medium,Morning,Monday,64
7689,570,681,Medium,Low,Morning,Wednesday,77
7690,732,663,Low,Medium,Morning,Wednesday,49
7691,695,665,High,Low,Afternoon,Tuesday,43
7692,565,724,High,Medium,Evening,Friday,69
7693,725,771,Medium,Medium,Night,Tuesday,59
7694,797,738,Low,Low,Evening,Thursday,52
7695,633,645,Low,High,Evening,Thursday,57
7696,419,580,Low,Low,Morning,Thursday,67
7697,541,768,Low,High,Afternoon,Wednesday,54
7698,403,500,Low,Low,Night,Tuesday,59
7699,422,666,Low,Low,Night,Thursday,61
7700,626,553,High,High,Evening,Thursday,66
7701,596,518,Low,High,Morning,Monday,78
7702,593,501,Low,Low,Evening,Thursday,42
7703,626,537,High,Medium,Night,Monday,44
7704,672,744,High,High,Night,Tuesday,65
7705,548,688,Medium,High,Afternoon,Wednesday,53
7706,737,449,Low,Medium,Morning,Tuesday,57
7707,552,697,Low,Low,Evening,Thursday,65
7708,450,675,High,Medium,Evening,Friday,57
7709,720,703,Medium,High,Evening,Thursday,65
7710,800,604,Low,Low,Afternoon,Monday,47
7711,710,675,Low,Low,Evening,Wednesday,58
7712,784,530,Low,Medium,Morning,Tuesday,66
7713,438,716,Medium,High,Morning,Monday,67
7714,467,657,Low,High,Afternoon,Tuesday,77
7715,757,785,Low,Low,Evening,Friday,41
7716,747,446,Medium,Low,Evening,Thursday,41
7717,776,489,Low,Low,Night,Friday,46
7718,758,499,High,Low,Morning,Thursday,48
7719,689,587,High,High,Night,Wednesday,48
7720,753,596,Low,Low,Evening,Tuesday,80
7721,719,490,High,Medium,Afternoon,Tuesday,77
7722,414,521,High,Medium,Night,Tuesday,58
7723,566,569,Medium,High,Night,Monday,74
7724,423,550,Low,Medium,Morning,Tuesday,74
7725,785,527,High,High,Morning,Tuesday,67
7726,426,677,Low,High,Morning,Tuesday,76
7727,619,573,Low,High,Evening,Friday,51
7728,798,764,High,High,Night,Friday,48
7729,794,673,Medium,High,Morning,Wednesday,77
7730,585,590,Medium,Medium,Morning,Friday,65
7731,429,764,Medium,Medium,Afternoon,Friday,66
7732,433,787,Medium,High,Morning,Monday,42
7733,492,481,High,Medium,Night,Tuesday,44
7734,531,445,Medium,High,Afternoon,Friday,76
7735,414,792,Low,Low,Evening,Tuesday,75
7736,713,745,Low,Medium,Night,Wednesday,78
7737,475,625,Medium,Medium,Afternoon,Thursday,44
7738,439,781,Medium,Low,Night,Monday,51
7739,643,668,High,Low,Afternoon,Tuesday,41
7740,669,515,High,Medium,Night,Tuesday,45
7741,741,433,Medium,High,Evening,Friday,41
7742,671,742,High,Low,Evening,Friday,79
7743,682,429,Medium,Low,Afternoon,Monday,49
7744,536,703,Medium,High,Night,Friday,46
7745,532,731,Medium,High,Evening,Monday,51
7746,657,788,High,High,Morning,Tuesday,69
7747,645,476,Medium,High,Morning,Friday,48
7748,532,449,Medium,Low,Morning,Monday,42
7749,497,709,Low,Low,Afternoon,Monday,79
7750,569,575,Low,Medium,Night,Monday,55
7751,730,735,High,Low,Afternoon,Friday,54
7752,452,412,High,Medium,Night,Friday,52
7753,499,739,Medium,Low,Night,Wednesday,61
7754,617,632,High,Medium,Night,Tuesday,44
7755,416,424,High,Medium,Evening,Friday,57
7756,418,734,Medium,High,Afternoon,Monday,53
7757,788,623,High,Low,Morning,Monday,72
7758,709,498,Low,Medium,Evening,Thursday,66
7759,457,727,Medium,Low,Afternoon,Tuesday,64
7760,451,552,High,High,Evening,Thursday,62
7761,731,498,Medium,Low,Evening,Thursday,50
7762,434,453,Medium,High,Evening,Monday,78
7763,431,442,Medium,Medium,Morning,Wednesday,41
7764,680,795,High,Medium,Morning,Friday,41
7765,753,624,Medium,High,Evening,Thursday,57
7766,693,472,Medium,Low,Evening,Monday,47
7767,529,680,Medium,High,Evening,Thursday,50
7768,435,525,High,Medium,Evening,Tuesday,63
7769,754,511,Low,Medium,Evening,Wednesday,62
7770,786,576,High,Medium,Morning,Friday,79
7771,470,506,Medium,High,Night,Tuesday,80
7772,641,590,High,Medium,Afternoon,Wednesday,76
7773,631,691,High,Medium,Morning,Thursday,72
7774,760,460,High,Medium,Morning,Thursday,64
7775,521,635,High,High,Evening,Wednesday,49
7776,574,771,Medium,Low,Afternoon,Thursday,71
7777,592,744,Low,High,Night,Thursday,67
7778,642,566,Medium,Medium,Evening,Tuesday,54
7779,767,557,Medium,Low,Morning,Wednesday,63
7780,547,509,Medium,Low,Evening,Monday,43
7781,491,569,Medium,High,Evening,Tuesday,75
7782,733,700,High,Medium,Morning,Tuesday,55
7783,630,527,Low,Low,Afternoon,Thursday,49
7784,776,406,High,Low,Afternoon,Tuesday,72
7785,641,561,Medium,Medium,Morning,Friday,73
7786,618,620,Low,Low,Night,Tuesday,45
7787,791,401,High,Medium,Night,Tuesday,48
7788,717,770,Low,High,Night,Tuesday,75
7789,624,452,Medium,Medium,Night,Tuesday,58
7790,457,561,Low,High,Afternoon,Tuesday,51
7791,654,550,Medium,High,Afternoon,Friday,66
7792,745,776,Low,High,Night,Wednesday,52
7793,771,658,High,Low,Night,Thursday,78
7794,697,777,Medium,Low,Morning,Wednesday,70
7795,676,707,Low,High,Evening,Thursday,57
7796,622,753,High,Medium,Afternoon,Friday,66
7797,553,694,Low,Low,Evening,Monday,55
7798,411,484,Medium,Medium,Morning,Monday,72
7799,401,567,Low,Low,Morning,Monday,76
7800,675,465,Low,High,Afternoon,Friday,41
7801,615,476,Low,Low,Afternoon,Wednesday,79
7802,507,582,Low,Medium,Night,Friday,68
7803,762,490,Low,Low,Night,Thursday,63
7804,607,432,Low,Low,Morning,Tuesday,76
7805,534,689,Medium,Low,Evening,Tuesday,45
7806,545,774,Low,Medium,Afternoon,Thursday,40
7807,617,524,High,Medium,Night,Monday,41
7808,407,786,Medium,High,Afternoon,Thursday,52
7809,739,526,Medium,Low,Afternoon,Thursday,73
7810,569,403,High,Low,Afternoon,Friday,48
7811,687,692,High,High,Evening,Tuesday,51
7812,700,688,Low,High,Night,Friday,55
7813,548,609,High,High,Morning,Wednesday,57
7814,597,765,High,High,Afternoon,Monday,75
7815,656,463,Low,High,Afternoon,Monday,79
7816,475,460,High,Low,Afternoon,Monday,56
7817,519,650,Medium,High,Night,Tuesday,75
7818,536,513,Low,High,Afternoon,Thursday,65
7819,726,463,High,Medium,Evening,Tuesday,78
7820,704,762,Medium,Low,Afternoon,Thursday,53
7821,626,503,High,High,Night,Monday,42
7822,621,742,Low,Medium,Afternoon,Monday,79
7823,455,546,High,High,Afternoon,Monday,74
7824,481,701,Medium,Medium,Evening,Tuesday,56
7825,546,568,Low,Low,Morning,Monday,64
7826,596,420,Medium,High,Afternoon,Monday,55
7827,472,602,Low,Medium,Night,Wednesday,57
7828,695,531,Medium,Low,Evening,Friday,46
7829,734,415,Medium,Low,Evening,Wednesday,56
7830,670,648,Low,Medium,Evening,Thursday,43
7831,439,444,Low,High,Afternoon,Friday,65
7832,412,590,High,High,Morning,Tuesday,52
7833,434,791,Medium,Low,Night,Wednesday,64
7834,572,528,High,Low,Afternoon,Wednesday,74
7835,595,514,Low,Medium,Night,Monday,61
7836,642,756,Low,Medium,Evening,Friday,59
7837,412,562,Medium,Low,Morning,Thursday,61
7838,694,485,High,Low,Evening,Thursday,77
7839,514,481,Low,Low,Night,Friday,69
7840,746,410,Low,Low,Night,Tuesday,67
7841,548,498,High,Low,Evening,Friday,52
7842,421,735,Low,Medium,Evening,Tuesday,76
7843,685,766,Medium,Low,Afternoon,Thursday,46
7844,456,579,High,Low,Morning,Tuesday,55
7845,516,662,Medium,Low,Afternoon,Tuesday,63
7846,482,698,High,High,Night,Thursday,77
7847,516,585,Low,High,Night,Friday,63
7848,763,400,High,Low,Morning,Wednesday,68
7849,595,536,Medium,High,Morning,Wednesday,42
7850,507,443,Low,Low,Morning,Thursday,74
7851,733,632,Medium,Medium,Evening,Monday,76
7852,752,533,Low,Medium,Morning,Friday,54
7853,647,607,Medium,High,Morning,Tuesday,65
7854,573,409,Low,Low,Afternoon,Monday,49
7855,504,603,Medium,Medium,Evening,Thursday,52
7856,717,795,Medium,Low,Afternoon,Wednesday,44
7857,659,464,High,Medium,Afternoon,Thursday,77
7858,775,505,Medium,High,Morning,Thursday,60
7859,542,426,High,Medium,Night,Friday,50
7860,449,551,Medium,High,Night,Monday,40
7861,452,729,High,High,Morning,Monday,55
7862,786,432,Low,High,Morning,Thursday,40
7863,755,689,Medium,High,Afternoon,Wednesday,44
7864,693,419,High,Low,Morning,Friday,46
7865,731,589,High,Low,Morning,Friday,46
7866,714,529,Low,Medium,Morning,Monday,40
7867,465,539,High,High,Morning,Wednesday,58
7868,677,712,High,High,Afternoon,Friday,49
7869,549,622,High,High,Afternoon,Monday,58
7870,429,618,Low,Low,Morning,Thursday,65
7871,460,654,Low,Low,Morning,Monday,74
7872,595,718,Low,Medium,Afternoon,Friday,75
7873,589,752,High,Low,Morning,Thursday,43
7874,742,793,Medium,High,Evening,Friday,56
7875,577,568,Medium,High,Evening,Friday,70
7876,595,484,Medium,Low,Morning,Tuesday,58
7877,418,647,High,Low,Night,Tuesday,72
7878,486,613,High,Low,Evening,Monday,45
7879,678,744,Low,High,Afternoon,Wednesday,53
7880,457,775,Medium,Medium,Morning,Tuesday,61
7881,786,741,Low,Low,Afternoon,Friday,80
7882,793,793,Medium,High,Afternoon,Thursday,65
7883,663,716,High,High,Morning,Wednesday,67
7884,434,791,High,High,Morning,Friday,40
7885,628,504,Low,High,Morning,Thursday,63
7886,599,661,Low,Medium,Night,Monday,53
7887,458,486,Medium,High,Evening,Tuesday,50
7888,426,605,Medium,Medium,Night,Wednesday,40
7889,783,467,Low,High,Morning,Wednesday,75
7890,700,758,High,High,Afternoon,Wednesday,57
7891,698,792,Medium,Low,Afternoon,Monday,51
7892,573,633,Low,Medium,Afternoon,Friday,59
7893,428,412,Medium,Low,Evening,Wednesday,73
7894,421,713,High,High,Morning,Thursday,54
7895,625,625,High,High,Evening,Tuesday,48
7896,772,484,Medium,Low,Night,Friday,58
7897,534,455,Medium,Medium,Afternoon,Thursday,49
7898,660,471,Medium,High,Morning,Thursday,61
7899,408,618,High,Low,Night,Wednesday,76
7900,403,442,High,Low,Morning,Thursday,73
7901,565,700,Low,Medium,Afternoon,Thursday,74
7902,544,660,High,Low,Afternoon,Monday,65
7903,744,642,Low,Low,Night,Monday,42
7904,481,441,Medium,Medium,Night,Wednesday,66
7905,681,505,High,Low,Morning,Wednesday,57
7906,498,403,High,Medium,Morning,Thursday,58
7907,676,438,Medium,Medium,Morning,Friday,61
7908,619,535,High,Low,Night,Wednesday,68
7909,677,499,Medium,Medium,Morning,Friday,58
7910,749,468,Low,Medium,Morning,Thursday,65
7911,414,519,Low,Medium,Evening,Wednesday,56
7912,625,717,High,Medium,Night,Thursday,80
7913,406,500,High,High,Morning,Wednesday,44
7914,649,696,Low,Medium,Evening,Thursday,46
7915,640,779,Low,Medium,Night,Tuesday,50
7916,434,703,High,Medium,Afternoon,Thursday,68
7917,739,734,High,Low,Evening,Wednesday,68
7918,588,502,High,Low,Evening,Thursday,79
7919,668,712,Medium,Medium,Afternoon,Thursday,41
7920,762,577,Low,Low,Morning,Tuesday,70
7921,689,520,Low,Medium,Morning,Friday,58
7922,455,420,High,High,Evening,Tuesday,73
7923,539,582,Low,Medium,Afternoon,Friday,56
7924,625,797,Medium,Low,Night,Monday,60
7925,656,491,Medium,Medium,Evening,Wednesday,60
7926,698,681,High,Medium,Afternoon,Monday,46
7927,632,655,High,High,Afternoon,Friday,68
7928,570,410,Low,High,Morning,Tuesday,73
7929,452,775,Medium,Low,Evening,Wednesday,61
7930,708,752,Low,Medium,Evening,Wednesday,67
7931,671,787,Low,Medium,Night,Friday,54
7932,596,683,Low,Low,Morning,Monday,40
7933,523,441,Medium,High,Night,Tuesday,65
7934,470,533,Medium,Medium,Night,Wednesday,41
7935,639,557,High,Low,Morning,Wednesday,52
7936,544,575,High,Medium,Night,Wednesday,71
7937,535,761,Medium,Low,Morning,Friday,70
7938,740,623,High,High,Afternoon,Friday,70
7939,604,746,Low,Low,Evening,Tuesday,43
7940,511,511,High,Low,Morning,Thursday,65
7941,646,620,Low,Low,Evening,Monday,66
7942,544,529,Medium,High,Morning,Friday,55
7943,505,731,High,Medium,Morning,Tuesday,66
7944,432,466,Medium,High,Night,Friday,66
7945,699,438,Low,Low,Morning,Tuesday,52
7946,439,449,High,Medium,Night,Tuesday,44
7947,619,545,Low,Low,Afternoon,Thursday,78
7948,549,493,Low,High,Morning,Monday,47
7949,556,415,Low,Low,Afternoon,Monday,40
7950,787,553,Low,Low,Afternoon,Thursday,40
7951,402,540,High,Medium,Morning,Thursday,78
7952,518,796,Low,Low,Night,Thursday,64
7953,680,723,Low,High,Evening,Thursday,55
7954,761,656,Medium,High,Morning,Thursday,43
7955,416,502,High,Low,Night,Thursday,53
7956,402,757,High,Medium,Morning,Tuesday,71
7957,474,402,Medium,Medium,Morning,Friday,43
7958,529,674,Low,Low,Afternoon,Friday,69
7959,512,496,High,Medium,Afternoon,Friday,40
7960,406,688,Low,Low,Afternoon,Friday,56
7961,583,469,Low,High,Evening,Tuesday,40
7962,428,695,High,Medium,Evening,Tuesday,42
7963,665,578,High,High,Evening,Thursday,55
7964,561,561,High,Medium,Afternoon,Tuesday,50
7965,554,731,Low,Medium,Morning,Wednesday,59
7966,751,504,Medium,Medium,Evening,Wednesday,40
7967,446,430,High,Medium,Afternoon,Monday,78
7968,529,788,High,Low,Afternoon,Friday,65
7969,487,706,Low,Medium,Afternoon,Friday,49
7970,494,709,Medium,Medium,Morning,Monday,65
7971,748,736,Low,High,Afternoon,Wednesday,80
7972,405,505,Low,Medium,Evening,Thursday,48
7973,756,456,Low,Low,Night,Monday,71
7974,733,673,Low,High,Afternoon,Tuesday,55
7975,416,629,Low,Medium,Afternoon,Friday,63
7976,473,765,High,High,Night,Monday,41
7977,634,650,High,Medium,Evening,Thursday,58
7978,732,578,Low,Medium,Afternoon,Thursday,65
7979,734,610,Low,Medium,Night,Friday,73
7980,633,760,High,High,Afternoon,Monday,76
7981,756,667,Medium,Low,Night,Tuesday,58
7982,438,708,Medium,Medium,Night,Monday,51
7983,529,560,High,Low,Afternoon,Tuesday,45
7984,726,662,Low,Medium,Afternoon,Monday,44
7985,494,607,Low,High,Night,Monday,55
7986,693,798,High,High,Night,Monday,51
7987,644,676,Low,High,Night,Monday,56
7988,772,476,High,High,Evening,Friday,67
7989,449,404,Medium,Low,Evening,Tuesday,68
7990,672,757,Medium,Low,Afternoon,Monday,52
7991,665,691,Low,Low,Evening,Friday,71
7992,704,433,Medium,Low,Afternoon,Tuesday,44
7993,717,555,Medium,Medium,Evening,Wednesday,50
7994,456,770,Low,Low,Morning,Monday,43
7995,546,409,High,Low,Night,Wednesday,44
7996,760,743,Low,Low,Afternoon,Tuesday,72
7997,757,466,Low,High,Evening,Friday,52
